#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2879F
#Date Time: 2025-09-03 15:14:52.438
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.5 V
#Negative Supply: ON
#Voltage: -3.5 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.0002002777777777778,-0.4737057018464476,-0.3998713531121007
-0.0001990277777777778,-0.4726984122599001,-0.3995363867048629
-0.0001977777777777778,-0.4716911226733527,-0.3985314874831494
-0.0001965277777777778,-0.4706838330868052,-0.3968566554469604
-0.0001952777777777778,-0.4686692539137103,-0.3945118905962957
-0.0001940277777777778,-0.4663189115450996,-0.39384195778182
-0.0001927777777777778,-0.465647385154068,-0.3931720249673444
-0.0001915277777777778,-0.4632970427854573,-0.3894873944877284
-0.0001902777777777778,-0.4629612795899415,-0.3888174616732528
-0.0001890277777777778,-0.4622897531989099,-0.3878125624515393
-0.0001877777777777778,-0.4599394108302992,-0.3858027640081124
-0.0001865277777777778,-0.4582605948527201,-0.3854677976008746
-0.0001852777777777778,-0.4572533052661727,-0.3851328311936368
-0.0001840277777777778,-0.4565817788751411,-0.3824530999357343
-0.0001827777777777778,-0.454902962897562,-0.3804433014923074
-0.0001815277777777778,-0.4522168573334355,-0.3780985366416427
-0.0001802777777777778,-0.451209567746888,-0.377428603827167
-0.0001790277777777778,-0.4498665149648248,-0.375753771790978
-0.0001777777777777778,-0.4485234621827615,-0.3754188053837401
-0.0001765277777777778,-0.4468446462051824,-0.3734090069403133
-0.0001752777777777778,-0.4434870142500243,-0.3717341749041241
